,start,stop,strand,gene_name,length,operon,cog
b1511,1598616,1600209,-,lsrK,1593,lsrRK,Carbohydrate transport and metabolism
b1512,1600287,1601241,-,lsrR,954,lsrRK,Transcription
b1513,1601489,1603025,+,lsrA,1536,lsrACDBFG-tam,Inorganic ion transport and metabolism
b1514,1603018,1604047,+,lsrC,1029,lsrACDBFG-tam,Carbohydrate transport and metabolism
b1515,1604046,1605039,+,lsrD,993,lsrACDBFG-tam,Carbohydrate transport and metabolism
b1516,1605050,1606073,+,lsrB,1023,lsrACDBFG-tam,Carbohydrate transport and metabolism
b1517,1606099,1606975,+,lsrF,876,lsrACDBFG-tam,Carbohydrate transport and metabolism
b1518,1606998,1607289,+,lsrG,291,lsrACDBFG-tam,Function unknown
b1519,1607345,1608104,+,tam,759,lsrACDBFG-tam,Function unknown
b1520,1608107,1609022,-,yneE,915,yneE,Function unknown
b1521,1609228,1610680,-,uxaB,1452,uxaB,Carbohydrate transport and metabolism
b1522,1610906,1611854,-,yneF,948,dgcF,Signal transduction mechanisms
b1523,1611965,1612325,-,yneG,360,glsB-yneG,Function unknown
b1524,1612324,1613251,-,glsB,927,glsB-yneG,Amino acid transport and metabolism
b1525,1613314,1614703,-,sad,1389,sad,Energy production and conversion
b1526,1614803,1615685,+,yneJ,882,yneJ,Transcription
b1527,1615762,1616878,+,yneK,1116,yneK,No COG Annotation
b1528,1617027,1618218,+,ydeA,1191,ydeA,Carbohydrate transport and metabolism
b1529,1618242,1618908,-,marC,666,marC,"Intracellular trafficking, secretion, and vesicular transport"
b1530,1619119,1619554,+,marR,435,marRAB,Transcription
b1531,1619573,1619957,+,marA,384,marRAB,No COG Annotation
b1532,1619988,1620207,+,marB,219,marRAB,Inorganic ion transport and metabolism
b1533,1620237,1621137,-,eamA,900,eamA,Amino acid transport and metabolism
b1534,1621331,1622519,+,ydeE,1188,ydeE,Carbohydrate transport and metabolism
b4599,1622645,1622741,+,yneM,96,mgtS,No COG Annotation
b1535,1622959,1623850,-,dgcZ,891,dgcZ,Signal transduction mechanisms
b1536,1624104,1624497,-,ydeI,393,ydeI,Function unknown
b1537,1624772,1625291,+,ydeJ,519,ydeJ,Function unknown
b1538,1625334,1627380,-,dcp,2046,dcp,Amino acid transport and metabolism
b1539,1627516,1628263,+,ydfG,747,ydfG,Function unknown
b1540,1628351,1629038,+,rspR,687,ydfH,Transcription
b1541,1629214,1629418,+,ydfZ,204,ydfZ,Function unknown
b1542,1629452,1630913,-,ydfI,1461,ydfI,Carbohydrate transport and metabolism
b4600_2,1631001,1632285,-,ydfJ_2,1284,ydfJ_2,No COG Annotation
b1544,1633071,1633305,+,ydfK,234,ydfK,Transcription
b1545,1633621,1634212,+,pinQ,591,pinQ,"Replication, recombination and repair"
b1546,1634309,1634885,-,tfaQ,576,nohA-ydfN-tfaQ,Function unknown
b1547,1634884,1635847,-,stfQ,963,nohA-ydfN-tfaQ,Function unknown
b1548,1635839,1636367,-,nohQ,528,nohA-ydfN-tfaQ,No COG Annotation
b4533,1636755,1636989,+,ynfO,234,ynfO-ydfO,Function unknown
b1549,1637046,1637457,+,ydfO,411,ynfO-ydfO,No COG Annotation
b1550,1637608,1637782,-,gnsB,174,gnsB,Function unknown
b1551,1637953,1638109,-,ynfN,156,ynfN,Function unknown
b1552,1638454,1638667,-,cspI,213,cspI,Transcription
b1553,1639029,1639527,-,rzpQ,498,essQ-ydfR-rrrQ-rzpQ,Function unknown
b4689,1639079,1639334,-,rzoQ,255,rzoQ,Function unknown
b1554,1639523,1640057,-,rrrQ,534,essQ-ydfR-rrrQ-rzpQ,Function unknown
b1555,1640053,1640365,-,ydfR,312,essQ-ydfR-rrrQ-rzpQ,No COG Annotation
b1556,1640369,1640585,-,essQ,216,essQ-ydfR-rrrQ-rzpQ,Function unknown
b1557,1641338,1641554,-,cspB,216,cspB,Transcription
b1558,1641854,1642067,+,cspF,213,cspF,Transcription
b1559,1642488,1643241,-,quuQ,753,ydfUT,Function unknown
b1560,1643254,1644304,-,ydfU,1050,ydfUT,Function unknown
b1561,1644650,1644902,-,rem,252,rem,No COG Annotation
b1562,1645118,1645274,-,hokD,156,relBE-hokD,No COG Annotation
b1563,1645345,1645633,-,relE,288,relBE-hokD,"Cell cycle control, cell division, chromosome partitioning"
b1564,1645632,1645872,-,relB,240,relBE-hokD,"Replication, recombination and repair"
b1565,1645896,1646202,+,ydfV,306,ydfV,No COG Annotation
b1566,1646404,1646737,+,flxA,333,flxA,No COG Annotation
b1567,1647173,1647356,-,intK,183,dicC-ydfXW,No COG Annotation
b1568,1647357,1647636,-,ydfX,279,dicC-ydfXW,No COG Annotation
b1569,1647619,1647850,-,dicC,231,dicC-ydfXW,No COG Annotation
b1570,1647933,1648341,+,dicA,408,dicA,Transcription
b1571,1648507,1648663,+,ydfA,156,ydfABC,No COG Annotation
b1572,1648664,1648793,+,ydfB,129,ydfABC,No COG Annotation
b1573,1648822,1649041,+,ydfC,219,ydfABC,No COG Annotation
b1575,1649608,1649797,+,dicB,189,dicB-ydfDE-insD-7-intQ,No COG Annotation
b1576,1649793,1649985,+,ydfD,192,dicB-ydfDE-insD-7-intQ,Function unknown
b1577,1650077,1650842,+,ydfE,765,dicB-ydfDE-insD-7-intQ,No COG Annotation
b1578,1650844,1651537,+,insD1,693,dicB-ydfDE-insD-7-intQ,No COG Annotation
b1579,1651550,1652708,+,intQ,1158,dicB-ydfDE-insD-7-intQ,No COG Annotation
b4600_1,1652754,1652838,-,ydfJ_1,84,ydfJ_1,No COG Annotation
b1580,1652895,1653915,-,rspB,1020,rspAB,Amino acid transport and metabolism
b1581,1653926,1655141,-,rspA,1215,rspAB,Cell wall/membrane/envelope biogenesis
b1582,1655346,1655673,-,ynfA,327,ynfA,Function unknown
b1583,1655807,1656149,+,ynfB,342,ynfB-speG,Function unknown
b1584,1656183,1656744,+,speG,561,ynfB-speG,"Translation, ribosomal structure and biogenesis"
b1585,1656746,1657457,-,ynfC,711,ynfC,Function unknown
b1586,1657564,1657870,+,ynfD,306,ynfD,Function unknown
b1587,1658068,1660495,+,ynfE,2427,ynfEFGH-dmsD,Energy production and conversion
b1588,1660555,1662979,+,ynfF,2424,ynfEFGH-dmsD,Amino acid transport and metabolism
b1589,1662989,1663607,+,ynfG,618,ynfEFGH-dmsD,Energy production and conversion
b1590,1663608,1664463,+,ynfH,855,ynfEFGH-dmsD,Function unknown
b1591,1664505,1665120,+,dmsD,615,ynfEFGH-dmsD,Function unknown
b1592,1665314,1666571,+,clcB,1257,clcB,Inorganic ion transport and metabolism
b1593,1666523,1667219,-,ynfK,696,mlc-ynfK,Coenzyme transport and metabolism
b1594,1667343,1668564,-,mlc,1221,mlc-ynfK,Carbohydrate transport and metabolism
b1595,1668698,1669592,-,ynfL,894,ynfL,Transcription
b1596,1669698,1670952,+,ynfM,1254,ynfM,Carbohydrate transport and metabolism
b1597,1671375,1671684,+,asr,309,asr,No COG Annotation
b4601,1671776,1671860,+,ydgU,84,ydgU,No COG Annotation
b1598,1671959,1672781,+,ydgD,822,ydgD,"Posttranslational modification, protein turnover, chaperones"
b1599,1672819,1673149,-,mdtI,330,mdtJI,Inorganic ion transport and metabolism
b1600,1673135,1673501,-,mdtJ,366,mdtJI,Inorganic ion transport and metabolism
b1601,1673912,1674947,+,tqsA,1035,tqsA,Function unknown
b1602,1674971,1676360,-,pntB,1389,pntAB,Energy production and conversion
b1603,1676370,1677903,-,pntA,1533,pntAB,Energy production and conversion
b1604,1678426,1679371,+,ydgH,945,ydgH,Function unknown
b1605,1679556,1680939,+,ydgI,1383,ydgI-folM,Amino acid transport and metabolism
b1606,1680975,1681698,+,folM,723,ydgI-folM,Function unknown
b1607,1681694,1682030,-,ydgC,336,ydgC,Function unknown
b1608,1682158,1682878,+,rstA,720,rstAB,Signal transduction mechanisms
b1609,1682881,1684183,+,rstB,1302,rstAB,Signal transduction mechanisms
b1610,1684258,1685188,+,tus,930,tus,"Replication, recombination and repair"
b1611,1685184,1686588,-,fumC,1404,fumAC,Energy production and conversion
b1612,1686730,1688377,-,fumA,1647,fumAC,Energy production and conversion
b1613,1688575,1689751,+,manA,1176,manA,Carbohydrate transport and metabolism
b1614,1689851,1691360,+,ydgA,1509,ydgA,Function unknown
b1615,1691585,1692851,-,uidC,1266,uidABC,"Intracellular trafficking, secretion, and vesicular transport"
b1616,1692889,1694263,-,uidB,1374,uidABC,Carbohydrate transport and metabolism
b1617,1694259,1696071,-,uidA,1812,uidABC,Carbohydrate transport and metabolism
b1618,1696461,1697052,-,uidR,591,uidR,Transcription
b1619,1697272,1698040,-,hdhA,768,hdhA,Function unknown
b1620,1698151,1699180,-,malI,1029,malI,Transcription
b1621,1699354,1700947,+,malX,1593,malXY,Carbohydrate transport and metabolism
b1622,1700956,1702129,+,malY,1173,malXY,Amino acid transport and metabolism
b1623,1702232,1703234,+,add,1002,add,Nucleotide transport and metabolism
b1624,1703267,1704308,-,ydgJ,1041,ydgJ,Function unknown
b4409,1704550,1704676,+,blr,126,blr,Function unknown
b1625,1704948,1705164,+,cnu,216,cnu,Function unknown
b1626,1705249,1705690,+,ydgK,441,ydgK-rsxABCDGE-nth,Function unknown
b1627,1705766,1706348,+,rsxA,582,ydgK-rsxABCDGE-nth,Energy production and conversion
b1628,1706347,1706926,+,rsxB,579,ydgK-rsxABCDGE-nth,Energy production and conversion
b1629,1706918,1709141,+,rsxC,2223,ydgK-rsxABCDGE-nth,Energy production and conversion
b1630,1709141,1710200,+,rsxD,1059,ydgK-rsxABCDGE-nth,Energy production and conversion
b1631,1710203,1710824,+,rsxG,621,ydgK-rsxABCDGE-nth,Energy production and conversion
b1632,1710827,1711523,+,rsxE,696,ydgK-rsxABCDGE-nth,Energy production and conversion
b1633,1711522,1712158,+,nth,636,ydgK-rsxABCDGE-nth,"Replication, recombination and repair"
b1634,1712768,1714271,+,dtpA,1503,dtpA,Amino acid transport and metabolism
b1635,1714376,1714982,+,gstA,606,gstA,"Posttranslational modification, protein turnover, chaperones"
b1636,1715025,1715889,-,pdxY,864,pdxH-tyrS-pdxY,Coenzyme transport and metabolism
b1637,1715947,1717222,-,tyrS,1275,pdxH-tyrS-pdxY,"Translation, ribosomal structure and biogenesis"
b1638,1717350,1718007,-,pdxH,657,pdxH-tyrS-pdxY,Coenzyme transport and metabolism
b1639,1718065,1718395,-,mliC,330,mliC,Function unknown
b1640,1718492,1719602,-,anmK,1110,anmK,"Posttranslational modification, protein turnover, chaperones"
b1641,1719875,1720343,+,slyB,468,slyB,Cell wall/membrane/envelope biogenesis
b1642,1720389,1720824,-,slyA,435,slyA,Transcription
b1643,1721024,1721261,+,ydhI,237,ydhIJK,No COG Annotation
b1644,1721263,1722121,+,ydhJ,858,ydhIJK,Defense mechanisms
b1645,1722120,1724133,+,ydhK,2013,ydhIJK,Function unknown
b1646,1724133,1724655,-,sodC,522,sodC,Inorganic ion transport and metabolism
b1647,1724735,1725632,-,ydhF,897,ydhF,Energy production and conversion
b1648,1725680,1725920,-,ydhL,240,ydhL,Function unknown
b1649,1726022,1726622,+,nemR,600,nemRA-gloA,Transcription
b1650,1726658,1727756,+,nemA,1098,nemRA-gloA,Energy production and conversion
b1651,1727836,1728244,+,gloA,408,nemRA-gloA,Amino acid transport and metabolism
b1652,1728346,1728994,+,rnt,648,rnt-lhr,"Replication, recombination and repair"
b1653,1729086,1733703,+,lhr,4617,rnt-lhr,"Replication, recombination and repair"
b1654,1733753,1734101,-,grxD,348,grxD,"Posttranslational modification, protein turnover, chaperones"
b1655,1734434,1735250,+,mepH,816,mepH,Cell wall/membrane/envelope biogenesis
b1656,1735377,1735959,+,sodB,582,sodB,Inorganic ion transport and metabolism
b1657,1736120,1737290,-,ydhP,1170,ydhP,Carbohydrate transport and metabolism
b4602,1737455,1737545,-,ynhF,90,ynhF,No COG Annotation
b1658,1737843,1738869,+,purR,1026,purR,Transcription
b1659,1738865,1739798,-,ydhB,933,ydhB,Transcription
b1660,1739910,1741122,+,ydhC,1212,ydhC,Inorganic ion transport and metabolism
b1661,1741412,1742561,+,cfa,1149,cfa,Cell wall/membrane/envelope biogenesis
b1662,1742600,1743242,-,ribC,642,ribC,Coenzyme transport and metabolism
b1663,1743456,1744830,+,mdtK,1374,mdtK,Defense mechanisms
b1664,1744870,1746127,-,ydhQ,1257,ydhQ,Cell wall/membrane/envelope biogenesis
b1667,1746699,1747005,+,ydhR,306,ydhR,Function unknown
b1668,1747130,1748735,+,ydhS,1605,ydhS,Function unknown
b1669,1748746,1749559,-,ydhT,813,ydhYVWXUT,Function unknown
b1670,1749562,1750348,-,ydhU,786,ydhYVWXUT,Energy production and conversion
b1671,1750344,1751013,-,ydhX,669,ydhYVWXUT,Energy production and conversion
b1672,1751076,1751724,-,ydhW,648,ydhYVWXUT,Function unknown
b1673,1751727,1753830,-,ydhV,2103,ydhYVWXUT,Energy production and conversion
b1674,1753850,1754477,-,ydhY,627,ydhYVWXUT,Energy production and conversion
b1675,1754931,1755141,-,ydhZ,210,fumD,Function unknown
b1676,1755697,1757110,+,pykF,1413,pykF,Carbohydrate transport and metabolism
b1677,1757420,1757657,+,lpp,237,lpp,Cell wall/membrane/envelope biogenesis
b1678,1757720,1758725,-,ldtE,1005,ldtE,Function unknown
b1679,1758873,1759290,-,sufE,417,sufABCDSE,Function unknown
b1680,1759302,1760523,-,sufS,1221,sufABCDSE,Amino acid transport and metabolism
b1681,1760519,1761791,-,sufD,1272,sufABCDSE,"Posttranslational modification, protein turnover, chaperones"
b1682,1761765,1762512,-,sufC,747,sufABCDSE,"Posttranslational modification, protein turnover, chaperones"
b1683,1762521,1764009,-,sufB,1488,sufABCDSE,"Posttranslational modification, protein turnover, chaperones"
b1684,1764017,1764386,-,sufA,369,sufABCDSE,Function unknown
b1685,1764933,1765122,-,ydiH,189,ydiJ-menI-ydiH,Function unknown
b1686,1765221,1765632,-,menI,411,ydiJ-menI-ydiH,"Secondary metabolites biosynthesis, transport and catabolism"
b1687,1765628,1768685,-,ydiJ,3057,ydiJ-menI-ydiH,Energy production and conversion
b1688,1769073,1770186,+,ydiK,1113,ydiK,Function unknown
b1689,1770614,1770971,+,ydiL,357,ydiL,Function unknown
b1690,1771070,1772285,+,ydiM,1215,ydiM,Carbohydrate transport and metabolism
b1691,1772511,1773777,+,ydiN,1266,ydiNB-aroD,Carbohydrate transport and metabolism
b1692,1773788,1774655,+,ydiB,867,ydiNB-aroD,Amino acid transport and metabolism
b1693,1774685,1775444,+,aroD,759,ydiNB-aroD,Amino acid transport and metabolism
b1694,1775586,1777182,+,ydiF,1596,ydiFO,Lipid transport and metabolism
b1695,1777195,1778347,+,ydiO,1152,ydiFO,Lipid transport and metabolism
b1696,1778389,1779301,-,ydiP,912,ydiP,Transcription
b1697,1779616,1780381,+,ydiQ,765,ydiQRST-fadK,Energy production and conversion
b1698,1780400,1781339,+,ydiR,939,ydiQRST-fadK,Energy production and conversion
b1699,1781394,1782684,+,ydiS,1290,ydiQRST-fadK,Energy production and conversion
b1700,1782680,1782974,+,ydiT,294,ydiQRST-fadK,Energy production and conversion
b1701,1783030,1784677,+,fadK,1647,ydiQRST-fadK,Lipid transport and metabolism
b1702,1784733,1787112,-,ppsA,2379,ppsA,Carbohydrate transport and metabolism
b1703,1787444,1788278,+,ppsR,834,ppsR,Function unknown
b1704,1788434,1789481,+,aroH,1047,aroH,Amino acid transport and metabolism
b1705,1789612,1789804,+,ydiE,192,ydiE,Inorganic ion transport and metabolism
b1706,1789807,1791244,-,ydiU,1437,ydiU,Function unknown
b1707,1791306,1792020,-,ydiV,714,ydiV,Signal transduction mechanisms
b1708,1792266,1792731,-,nlpC,465,nlpC,Cell wall/membrane/envelope biogenesis
b1709,1792808,1793558,-,btuD,750,btuCED,Coenzyme transport and metabolism
b1710,1793557,1794109,-,btuE,552,btuCED,"Posttranslational modification, protein turnover, chaperones"
b1711,1794171,1795152,-,btuC,981,btuCED,Coenzyme transport and metabolism
b1712,1795252,1795552,-,ihfA,300,thrS-infC-rpmI-rplT-pheMST-ihfA,"Replication, recombination and repair"
b1713,1795556,1797944,-,pheT,2388,thrS-infC-rpmI-rplT-pheMST-ihfA,"Translation, ribosomal structure and biogenesis"
b1714,1797958,1798942,-,pheS,984,thrS-infC-rpmI-rplT-pheMST-ihfA,"Translation, ribosomal structure and biogenesis"
b1715,1799225,1799270,-,pheM,45,thrS-infC-rpmI-rplT-pheMST-ihfA,No COG Annotation
b1716,1799392,1799749,-,rplT,357,thrS-infC-rpmI-rplT-pheMST-ihfA,"Translation, ribosomal structure and biogenesis"
b1717,1799801,1799999,-,rpmI,198,thrS-infC-rpmI-rplT-pheMST-ihfA,"Translation, ribosomal structure and biogenesis"
b1718,1800095,1800638,-,infC,543,thrS-infC-rpmI-rplT-pheMST-ihfA,"Translation, ribosomal structure and biogenesis"
b1719,1800641,1802570,-,thrS,1929,thrS-infC-rpmI-rplT-pheMST-ihfA,"Translation, ribosomal structure and biogenesis"
b4494_1,1803093,1803519,+,arpB_1,426,arpB_1B_2,No COG Annotation
b4494_2,1803517,1804993,+,arpB_2,1476,arpB_1B_2,No COG Annotation
b4535,1805164,1805272,+,yniD,108,yniD,No COG Annotation
b1722,1805324,1806083,-,ydiY,759,ydiY,Cell wall/membrane/envelope biogenesis
b1723,1806369,1807299,+,pfkB,930,pfkB,Carbohydrate transport and metabolism
b1724,1807399,1807690,+,ydiZ,291,ydiZ,Function unknown
b1725,1807795,1808656,+,yniA,861,yniA,Carbohydrate transport and metabolism
b1726,1808696,1809233,-,yniB,537,yniB,Function unknown
b1727,1809379,1810048,+,yniC,669,hxpB,Function unknown
b1728,1810210,1810801,+,ydjM,591,ydjM,Function unknown
b1729,1810933,1812325,+,ydjN,1392,tcyP,Function unknown
b1730,1812328,1813132,-,ydjO,804,ydjO,No COG Annotation
b1731,1813420,1813663,-,cedA,243,cedA,"Cell cycle control, cell division, chromosome partitioning"
b1732,1813866,1816128,+,katE,2262,katE,Inorganic ion transport and metabolism
b1733,1816385,1817135,-,chbG,750,chbBCARFG,Function unknown
b1734,1817147,1818500,-,chbF,1353,chbBCARFG,Carbohydrate transport and metabolism
b1735,1818604,1819447,-,chbR,843,chbBCARFG,Transcription
b1736,1819454,1819805,-,chbA,351,chbBCARFG,Carbohydrate transport and metabolism
b1737,1819855,1821214,-,chbC,1359,chbBCARFG,Carbohydrate transport and metabolism
b1738,1821298,1821619,-,chbB,321,chbBCARFG,Carbohydrate transport and metabolism
b1739,1821917,1822256,-,osmE,339,osmE,Transcription
b1740,1822457,1823285,+,nadE,828,nadE,Coenzyme transport and metabolism
b1741,1823514,1824402,+,cho,888,cho,"Replication, recombination and repair"
b1742,1824361,1824937,-,ves,576,ves,Function unknown
b1743,1825139,1825625,-,spy,486,spy,Cell motility
b1744,1825954,1826923,-,astE,969,astCADBE,Amino acid transport and metabolism
b1745,1826915,1828259,-,astB,1344,astCADBE,Amino acid transport and metabolism
b1746,1828255,1829734,-,astD,1479,astCADBE,Energy production and conversion
b1747,1829730,1830765,-,astA,1035,astCADBE,Amino acid transport and metabolism
b1748,1830761,1831982,-,astC,1221,astCADBE,Amino acid transport and metabolism
b1749,1832427,1833234,+,xthA,807,xthA,"Replication, recombination and repair"
b1750,1833400,1834111,+,ydjX,711,ydjXYZ-ynjABCD,Function unknown
b1751,1834115,1834793,+,ydjY,678,ydjXYZ-ynjABCD,Function unknown
b1752,1834807,1835515,+,ydjZ,708,ydjXYZ-ynjABCD,Function unknown
b1753,1835514,1836063,+,ynjA,549,ydjXYZ-ynjABCD,Function unknown
b1754,1836072,1837239,+,ynjB,1167,ydjXYZ-ynjABCD,Function unknown
b1755,1837211,1838747,+,ynjC,1536,ydjXYZ-ynjABCD,Function unknown
b1756,1838746,1839400,+,ynjD,654,ydjXYZ-ynjABCD,Function unknown
b1757,1839466,1840774,+,ynjE,1308,ynjE,Inorganic ion transport and metabolism
b1758,1840782,1841403,-,ynjF,621,ynjF,Lipid transport and metabolism
b1759,1841489,1841897,+,nudG,408,nudG,"Replication, recombination and repair"
b1760,1841862,1842135,-,ynjH,273,ynjH,Function unknown
b1761,1842370,1843714,+,gdhA,1344,gdhA,Amino acid transport and metabolism
b1762,1843830,1844871,-,ynjI,1041,ynjI,Function unknown
b1763,1844998,1846960,-,topB,1962,ydjA-selD-topB,"Replication, recombination and repair"
b1764,1846964,1848008,-,selD,1044,ydjA-selD-topB,Amino acid transport and metabolism
b1765,1848124,1848676,-,ydjA,552,ydjA-selD-topB,Energy production and conversion
b1766,1848836,1850693,+,sppA,1857,sppA,"Posttranslational modification, protein turnover, chaperones"
b1767,1850859,1851876,+,ansA,1017,ansA-pncA,Amino acid transport and metabolism
b1768,1851886,1852528,+,pncA,642,ansA-pncA,"Secondary metabolites biosynthesis, transport and catabolism"
b1769,1852620,1853979,-,ydjE,1359,ydjE,Carbohydrate transport and metabolism
b1770,1854095,1854854,-,ydjF,759,ydjF,Transcription
b1771,1854990,1855971,-,ydjG,981,ydjLKJIHG,Energy production and conversion
b1772,1855980,1856928,-,ydjH,948,ydjLKJIHG,Carbohydrate transport and metabolism
b1773,1856932,1857769,-,ydjI,837,ydjLKJIHG,Carbohydrate transport and metabolism
b1774,1857789,1858833,-,ydjJ,1044,ydjLKJIHG,Amino acid transport and metabolism
b1775,1858849,1860229,-,ydjK,1380,ydjLKJIHG,Carbohydrate transport and metabolism
b1776,1860255,1861332,-,ydjL,1077,ydjLKJIHG,Amino acid transport and metabolism
b1777,1861701,1861974,-,yeaC,273,yeaC,Function unknown
b1778,1862015,1862429,-,msrB,414,msrB,"Posttranslational modification, protein turnover, chaperones"
b1779,1862770,1863766,+,gapA,996,gapA-yeaD,Carbohydrate transport and metabolism
